Statistical profiling result from profilerSinConsole.log, (9363 ticks, 23 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
   7859   97.2%   83.9%  t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
    118    1.5%    1.3%  T node::loader::ModuleWrap::Evaluate(v8::FunctionCallbackInfo<v8::Value> const&)
     31    0.4%    0.3%  T _mach_vm_map
     27    0.3%    0.3%  T _host_request_notification
     15    0.2%    0.2%  T _posix_spawn
     13    0.2%    0.1%  T ___thread_selfid
      7    0.1%    0.1%  t std::__1::ostreambuf_iterator<char, std::__1::char_traits<char> > std::__1::__pad_and_output<char, std::__1::char_traits<char> >(std::__1::ostreambuf_iterator<char, std::__1::char_traits<char> >, char const*, char const*, char const*, std::__1::ios_base&, char)
      7    0.1%    0.1%  t std::__1::basic_ostream<char, std::__1::char_traits<char> >& std::__1::__put_character_sequence<char, std::__1::char_traits<char> >(std::__1::basic_ostream<char, std::__1::char_traits<char> >&, char const*, unsigned long)
      5    0.1%    0.1%  T _host_get_special_port
      1    0.0%    0.0%  t node::fs::Read(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  t node::fs::GetReqWrap(v8::FunctionCallbackInfo<v8::Value> const&, int, bool)
      1    0.0%    0.0%  T _mach_msg_destroy

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
   3683   39.3%  t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
   1951   53.0%    t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
    236   12.1%      Function: ^writevGeneric node:internal/stream_base_commons:122:23
    236  100.0%        Function: ^Socket._writeGeneric node:net:848:42
    236  100.0%          Function: ^Socket._writev node:net:880:36
    236  100.0%            Function: ^doWrite node:internal/streams/writable:400:17
    173    8.9%      t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
     40   23.1%        LazyCompile: *scanLine /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:815:22
     21   52.5%          Function: ^<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:742:32
     21  100.0%            t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
     19   47.5%          LazyCompile: *<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:742:32
     16   84.2%            t node::options_parser::OptionsParser<node::PerIsolateOptions>::Parse(std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*, node::PerIsolateOptions*, node::OptionEnvvarSettings, std::__1::vector<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> >, std::__1::allocator<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char> > > >*) const
      3   15.8%            LazyCompile: *compile /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:571:21
     11    6.4%        Function: ^readPackage node:internal/modules/cjs/loader:301:21
      6   54.5%          Function: ^readPackageScope node:internal/modules/cjs/loader:332:26
      5   83.3%            Function: ^trySelf node:internal/modules/cjs/loader:452:17
      1   16.7%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      3   27.3%          Function: ^tryPackage node:internal/modules/cjs/loader:349:20
      3  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      2   18.2%          Function: ^resolveExports node:internal/modules/cjs/loader:483:24
      2  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      8    4.6%        LazyCompile: ~resolvePackageTargetString node:internal/modules/esm/resolve:499:36
      8  100.0%          LazyCompile: ~resolvePackageTarget node:internal/modules/esm/resolve:567:30
      8  100.0%            LazyCompile: ~resolvePackageTarget node:internal/modules/esm/resolve:567:30
      8    4.6%        Function: ^exports.escapeRegExpChars /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/utils.js:41:38
      8  100.0%          Function: ^createRegex /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:560:25
      8  100.0%            Function: ^Template /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:509:18
      5    2.9%        Function: ^exports.escapeXML /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/utils.js:96:30
      5  100.0%          Function: ^<anonymous> :1:20
      5  100.0%            Function: ^anonymous /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:695:59
      4    2.3%        LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:505:28
      4  100.0%          LazyCompile: ~resolveMainPath node:internal/modules/run_main:15:25
      4  100.0%            LazyCompile: ~executeUserEntryPoint node:internal/modules/run_main:74:31
      4    2.3%        Function: ^header /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/response.js:777:29
      3   75.0%          Function: ^contentType /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/response.js:619:32
      3  100.0%            Function: ^send /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/response.js:111:25
      1   25.0%          LazyCompile: ~send /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/response.js:111:25
      1  100.0%            LazyCompile: ~done /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/response.js:1033:27
      4    2.3%        Function: ^asString /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/date-format/lib/index.js:29:18
      4  100.0%          Function: ^timestampLevelAndCategory /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/layouts.js:42:35
      4  100.0%            Function: ^colouredLayout /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/log4js/lib/layouts.js:73:24
      3    1.7%        LazyCompile: ~normalizeString node:path:66:25
      3  100.0%          LazyCompile: ~resolve node:path:1091:10
      3  100.0%            LazyCompile: ~patchProcessObject node:internal/bootstrap/pre_execution:103:28
      3    1.7%        LazyCompile: ~finalizeResolution node:internal/modules/esm/resolve:396:28
      3  100.0%          LazyCompile: ~moduleResolve node:internal/modules/esm/resolve:985:23
      3  100.0%            LazyCompile: ~defaultResolve node:internal/modules/esm/resolve:1124:30
      3    1.7%        Function: ^format /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/content-type/index.js:65:17
      3  100.0%          Function: ^setCharset /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/utils.js:248:41
      3  100.0%            Function: ^send /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/response.js:111:25
      3    1.7%        Function: ^expressInit /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/middleware/init.js:29:30
      2   66.7%          LazyCompile: *trim_prefix /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/router/index.js:293:23
      2  100.0%            LazyCompile: *next /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/router/index.js:177:16
      1   33.3%          Function: ^handle /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            Function: ^trim_prefix /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/express/lib/router/index.js:293:23
      3    1.7%        Function: ^createRegex /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:560:25
      3  100.0%          Function: ^Template /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:509:18
      3  100.0%            Function: ^compile /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/ejs/lib/ejs.js:381:35
      3    1.7%        Function: ^Module node:internal/modules/cjs/loader:172:16
      3  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:771:24
      3  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:1020:36
      3    1.7%        Function: ^FastBuffer node:internal/buffer:958:14
      2   66.7%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      2  100.0%            Function: ^allocate node:buffer:403:18
      1   33.3%          Function: ^alloc node:buffer:365:30
      1  100.0%            Function: ^serialize /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/bson.js:110:19
      2    1.2%        LazyCompile: ~parse /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/dotenv/lib/main.js:11:16
      2  100.0%          LazyCompile: ~config /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/dotenv/lib/main.js:58:17
      2  100.0%            Script: ~<anonymous> file:///Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/config/configMongo.js:1:1
      2    1.2%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:505:28
      2  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
      1   50.0%            LazyCompile: *Module._load node:internal/modules/cjs/loader:771:24
      1   50.0%            Function: ^Module._load node:internal/modules/cjs/loader:771:24
      2    1.2%        Function: ~<anonymous> node:internal/net:1:1
      2  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:316:27
      2  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:349:29
      2    1.2%        Function: ~<anonymous> node:internal/modules/esm/assert:1:1
      2  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:316:27
      2  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:349:29
      2    1.2%        Function: ~<anonymous> node:internal/modules/cjs/loader:1:1
      2  100.0%          LazyCompile: ~compileForInternalLoader node:internal/bootstrap/loaders:316:27
      2  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:349:29
      2    1.2%        Function: ~<anonymous> node:internal/deps/cjs-module-lexer/dist/lexer:1:1
      2  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:316:27
      2  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:349:29
      2    1.2%        Function: ~<anonymous> /Users/Juli/Desktop/CODER/Backend/desafios/backend-desafios/desafio14/node_modules/bson/lib/long.js:1:1
      2  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1080:37
      2  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1135:37
      2    1.2%        Function: ^stat node:internal/modules/cjs/loader:151:14
      1   50.0%          Function: ^tryFile node:internal/modules/cjs/loader:395:17
      1  100.0%            Function: ^tryExtensions node:internal/modules/cjs/loader:411:23
      1   50.0%          Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      1  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
      2    1.2%        Function: ^realpathSync node:fs:2460:22
      2  100.0%          Function: ^toRealPath node:internal/modules/cjs/loader:404:20
      2  100.0%            Function: ^tryFile node:internal/modules/cjs/loader:395:17
      2    1.2%        Function: ^getOwn node:internal/bootstrap/loaders:187:16
      2  100.0%          Function: ^syncExports node:internal/bootstrap/loaders:304:14
      1   50.0%            LazyCompile: ~<anonymous> node:internal/bootstrap/loaders:290:15
      1   50.0%            Function: ^<anonymous> node:internal/bootstrap/loaders:290:15
      2    1.2%        Function: ^compileForPublicLoader node:internal/bootstrap/loaders:263:25
      2  100.0%          Function: ^loadNativeModule node:internal/modules/cjs/helpers:44:26
      2  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:771:24
      2    1.2%        Function: ^checkInvalidHeaderChar node:_http_common:231:32
      2  100.0%          Function: ^<anonymous> node:_http_outgoing:577:45
      2  100.0%            Function: ^setHeader node:_http_outgoing:601:57
      2    1.2%        Function: ^Module._findPath node:internal/modules/cjs/loader:505:28
      2  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:865:35
      2  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:771:24
      2    1.2%        Function: ^<anonymous> node:internal/fs/utils:360:35
      2  100.0%          Function: ^<anonymous> node:internal/fs/utils:671:38
